,index,count,d_cap,d_tract,distance,end station latitude,end station longitude,o_cap,o_tract,start station latitude,start station longitude,tripduration,o_pop,d_pop,o_housing,d_housing,tract_x,o_sq_foot,tract_y,d_sq_foot,tract,diffs_out,start,end,weighted,total_out,total_in,o_hub,d_hub,od_hub,SX,SY,EX,EY
10080,10080,127,140.0,009600,,40.7560664561,-73.9803878839,93.0,005900,40.73049393,-73.9957214,1048.46206691,5516,153,3276,268,005900,71785177.1361,009600,270304841.585,009600,244912811.0,005900,009600,13854.0038928,53180,78317,hub,hub,non_hub,584805.117401,4509325.01914,586066.984007,4512178.67662
10081,10081,573,280.0,009600,,40.7560527781,-73.9803752649,189.0,006000,40.734822295,-73.976916765,1052.11961937,5286,153,2459,268,006000,27468182.8943,009600,270304841.585,009600,244912811.0,006000,009600,13854.0038928,80462,78317,hub,hub,non_hub,586387.478737,4509823.83141,586068.06686,4512177.17064
10082,10082,608,560.0,009600,,40.7560544102,-73.9803767706,423.0,006100,40.73385254,-73.992357065,1019.48268091,4913,153,2683,268,006100,91682014.33,009600,270304841.585,009600,244912811.0,006100,009600,13854.0038928,245510,78317,hub,hub,non_hub,585084.940162,4509701.10308,586067.937648,4512177.35034
10083,10083,304,140.0,009600,,40.7560080047,-73.9803339577,90.0,006200,40.7381765,-73.97738662,998.363587674,4680,153,1401,268,006200,231817485.533,009600,270304841.585,009600,244912811.0,006200,009600,13854.0038928,33218,78317,hub,hub,non_hub,586343.467107,4510195.70961,586071.611464,4512172.24098
10084,10084,563,420.0,009600,,40.756046717,-73.980369673,297.0,006300,40.7346940933,-73.99785666,1023.61757307,6076,153,4277,268,006300,85447631.8451,009600,270304841.585,009600,244912811.0,006300,009600,13854.0038928,120233,78317,hub,hub,non_hub,584619.48321,4509789.20591,586068.5467,4512176.5033
10085,10085,164,140.0,009600,,40.7560463178,-73.9803693047,117.0,006400,40.73587678,-73.98205027,1023.9665324,7518,153,5058,268,006400,95664936.1545,009600,270304841.585,009600,244912811.0,006400,009600,13854.0038928,47750,78317,hub,hub,non_hub,585952.649806,4509935.84788,586068.578305,4512176.45935
10086,10086,271,420.0,009600,,40.7560657722,-73.980387253,318.0,006500,40.7306296367,-73.9991423,1135.16905842,6517,153,3568,268,006500,59290910.3694,009600,270304841.585,009600,244912811.0,006500,009600,13854.0038928,125356,78317,hub,hub,non_hub,584516.067395,4509336.78488,586067.038146,4512178.60133
10087,10087,362,280.0,009600,,40.7560600271,-73.9803819526,246.0,006600,40.739285505,-73.97827188,911.122430474,11780,153,6818,268,006600,84730469.4548,009600,270304841.585,009600,244912811.0,006600,009600,13854.0038928,74621,78317,hub,hub,non_hub,586267.286922,4510317.94668,586067.492976,4512177.96877
10088,10088,200,140.0,009600,,40.75607603,-73.9803967167,117.0,006700,40.73038599,-74.00214988,1136.72012877,4984,153,3796,268,006700,47238039.9972,009600,270304841.585,009600,244912811.0,006700,009600,13854.0038928,70025,78317,hub,hub,non_hub,584262.399901,4509306.84766,586066.226062,4512179.73074
10089,10089,495,140.0,009600,,40.7560255918,-73.9803501832,117.0,006800,40.74025878,-73.98409214,799.147300747,6735,153,4494,268,006800,130298431.446,009600,270304841.585,009600,244912811.0,006800,009600,13854.0038928,58926,78317,hub,hub,non_hub,585774.608423,4510420.28363,586070.21914,4512174.17736
10090,10090,408,280.0,009600,,40.7560361386,-73.9803599136,201.0,006900,40.732319905,-74.0069291,1285.87759919,2687,153,1484,268,006900,61292499.9331,009600,270304841.585,009600,244912811.0,006900,009600,13854.0038928,130727,78317,hub,hub,non_hub,583856.38945,4509516.94969,586069.384167,4512175.3386
10091,10091,954,420.0,009600,,40.7560259687,-73.9803505309,381.0,007000,40.7425288823,-73.9756408394,846.873730677,8302,153,5669,268,007000,78634704.8451,009600,270304841.585,009600,244912811.0,007000,009600,13854.0038928,145227,78317,hub,hub,non_hub,586485.23496,4510680.57369,586070.189301,4512174.21886
10092,10092,387,280.0,009600,,40.7560104694,-73.9803362316,213.0,007100,40.736526545,-74.000108805,924.167235366,5633,153,3844,268,007100,68447429.2743,009600,270304841.585,009600,244912811.0,007100,009600,13854.0038928,79459,78317,hub,hub,non_hub,584426.995774,4509990.4524,586071.416341,4512172.51235
10093,10093,1557,420.0,009600,,40.7560506562,-73.9803733072,378.0,007200,40.7447014833,-73.98154809,668.055172984,7734,153,5222,268,007200,132092861.454,009600,270304841.585,009600,244912811.0,007200,009600,13854.0038928,157612,78317,hub,hub,non_hub,585983.687715,4510915.94446,586068.234849,4512176.93701
10094,10094,291,280.0,009600,,40.75607603,-73.9803967167,177.0,007300,40.734682705,-74.00388484,1098.21206185,5615,153,4547,268,007300,48716185.79,009600,270304841.585,009600,244912811.0,007300,009600,13854.0038928,92567,78317,hub,hub,non_hub,584110.479319,4509782.14883,586066.226062,4512179.73074
10095,10095,979,280.0,009600,,40.7560375155,-73.9803611838,258.0,007400,40.746413585,-73.98586892,637.219280415,4179,153,2700,268,007400,170614202.951,009600,270304841.585,009600,244912811.0,007400,009600,13854.0038928,81121,78317,hub,hub,non_hub,585616.696258,4511101.7763,586069.275165,4512175.49019
10096,10096,1162,280.0,009600,,40.7560410705,-73.9803644636,207.0,007600,40.74737476,-73.988320695,585.643440843,2203,153,1573,268,007600,242014413.464,009600,270304841.585,009600,244912811.0,007600,009600,13854.0038928,97464,78317,hub,hub,non_hub,585408.475283,4511206.08492,586068.993722,4512175.88161
10097,10097,274,140.0,009600,,40.7560709615,-73.9803920405,129.0,007700,40.7390169121,-74.0026376103,1067.33749797,5404,153,4254,268,007700,59306273.1509,009600,270304841.585,009600,244912811.0,007700,009600,13854.0038928,79025,78317,hub,hub,non_hub,584210.329106,4510264.47156,586066.627327,4512179.17268
10098,10098,726,140.0,009600,,40.756062377,-73.9803841207,117.0,007800,40.74780373,-73.9734419,647.74787543,7380,153,5372,268,007800,112124597.728,009600,270304841.585,009600,244912811.0,007800,009600,13854.0038928,59601,78317,hub,hub,non_hub,586664.043115,4511268.28888,586067.306934,4512178.22751
10099,10099,722,700.0,009600,,40.7560634058,-73.9803850698,522.0,007900,40.738916514,-74.007286026,1267.59651732,4406,153,2904,268,007900,86937368.5918,009600,270304841.585,009600,244912811.0,007900,009600,13854.0038928,171846,78317,hub,hub,non_hub,583817.969395,4510248.87788,586067.225492,4512178.34078
10100,10100,1516,280.0,009600,,40.7560603103,-73.9803822139,213.0,008000,40.7485693,-73.97717991,524.87711779,4946,153,3730,268,008000,197763821.532,009600,270304841.585,009600,244912811.0,008000,009600,13854.0038928,74808,78317,hub,hub,non_hub,586347.477591,4511349.58844,586067.470554,4512177.99996
10101,10101,224,140.0,009600,,40.7560485304,-73.980371346,117.0,008100,40.73935542,-73.99931783,838.056190351,8675,153,5315,268,008100,91100400.6907,009600,270304841.585,009600,244912811.0,008100,009600,13854.0038928,53195,78317,hub,hub,non_hub,584490.204148,4510305.23824,586068.403138,4512176.70296
10102,10102,1532,420.0,009600,,40.7560349344,-73.9803588026,525.0,008200,40.7518971223,-73.9792648505,416.183885843,3442,153,2534,268,008200,262405408.076,009600,270304841.585,009600,244912811.0,008200,009600,13854.0038928,228612,78317,hub,hub,non_hub,586167.165679,4511716.95189,586069.479501,4512175.20601
10103,10103,603,560.0,009600,,40.7560636538,-73.9803852986,357.0,008300,40.742591315,-74.004102785,1164.36396175,4211,153,2321,268,008300,119862327.354,009600,270304841.585,009600,244912811.0,008300,009600,13854.0038928,186113,78317,hub,hub,non_hub,584082.11654,4510659.85081,586067.205859,4512178.36808
10104,10104,304,140.0,009600,,40.7560436022,-73.9803667993,114.0,008400,40.75038009,-73.98338988,519.533480329,1726,153,1041,268,008400,147824461.739,009600,270304841.585,009600,244912811.0,008400,009600,13854.0038928,34199,78317,hub,hub,non_hub,585820.889203,4511544.50828,586068.793295,4512176.16035
10105,10105,439,140.0,009600,,40.7560606433,-73.9803825212,129.0,008601,40.744219,-73.97121214,742.92355649,2551,153,1528,268,008601,31141773.9073,009600,270304841.585,009600,244912811.0,008601,009600,13854.0038928,31961,78317,hub,hub,non_hub,586856.951039,4510872.56191,586067.444188,4512178.03663
10106,10106,712,280.0,009600,,40.7560555144,-73.9803777894,234.0,008700,40.74206378,-73.995708955,841.728505592,6671,153,4249,268,008700,85660216.7821,009600,270304841.585,009600,244912811.0,008700,009600,13854.0038928,152953,78317,hub,hub,non_hub,584791.475936,4510609.36503,586067.85023,4512177.47192
10107,10107,609,280.0,009600,,40.756054049,-73.9803764374,234.0,008800,40.75012189,-73.970133575,578.440262044,6964,153,5507,268,008800,216532475.876,009600,270304841.585,009600,244912811.0,008800,009600,13854.0038928,43247,78317,hub,hub,non_hub,586940.323322,4511528.89362,586067.966242,4512177.31058
10108,10108,658,420.0,009600,,40.7560413988,-73.9803647665,360.0,008900,40.74529008,-74.0021768567,958.915145545,5560,153,3511,268,008900,54419260.2723,009600,270304841.585,009600,244912811.0,008900,009600,13854.0038928,158638,78317,hub,hub,non_hub,584241.316685,4510961.27944,586068.967732,4512175.91775
10109,10109,2307,420.0,009600,,40.756045987,-73.9803689995,330.0,009000,40.75261798,-73.9703317533,469.115662148,7026,153,5832,268,009000,208846060.851,009600,270304841.585,009600,244912811.0,009000,009600,13854.0038928,74531,78317,hub,hub,non_hub,586920.342162,4511805.78171,586068.604494,4512176.42293
10110,10110,407,140.0,009600,,40.7560674135,-73.9803887672,117.0,009100,40.74487634,-73.99529885,760.571248169,6415,153,4386,268,009100,127325659.041,009600,270304841.585,009600,244912811.0,009100,009600,13854.0038928,63878,78317,hub,hub,non_hub,584822.527687,4510921.97538,586066.908212,4512178.78203
10111,10111,1288,280.0,009600,,40.7560623285,-73.9803840759,330.0,009200,40.7548518863,-73.9734329075,440.199694143,1754,153,1461,268,009200,408192557.246,009600,270304841.585,009600,244912811.0,009200,009600,13854.0038928,72226,78317,hub,hub,non_hub,586655.650548,4512050.69496,586067.310778,4512178.22217
10112,10112,318,140.0,009600,,40.7560559916,-73.9803782295,117.0,009300,40.74475148,-73.99915362,988.747217232,9705,153,5585,268,009300,68528055.2433,009600,270304841.585,009600,244912811.0,009300,009600,13854.0038928,52202,78317,hub,hub,non_hub,584497.239363,4510904.39701,586067.812458,4512177.52445
10113,10113,2193,140.0,009600,,40.7560615727,-73.9803833786,93.0,009400,40.75320159,-73.9779874,331.146927702,29,153,16,268,009400,299218147.811,009600,270304841.585,009600,244912811.0,009400,009600,13854.0038928,82147,78317,hub,hub,non_hub,586273.319314,4511863.01244,586067.37061,4512178.13895
10114,10114,384,140.0,009600,,40.7560422397,-73.9803655423,153.0,009500,40.746647,-73.993915,801.648070339,3425,153,1416,268,009500,129660033.725,009600,270304841.585,009600,244912811.0,009500,009600,13854.0038928,57488,78317,hub,hub,non_hub,584937.108907,4511119.86954,586068.901162,4512176.01034
10115,10115,617,420.0,009600,,40.7560217536,-73.9803466422,297.0,009700,40.7493616033,-73.9991321067,861.310506407,4744,153,2827,268,009700,83018263.1602,009600,270304841.585,009600,244912811.0,009700,009600,13854.0038928,118804,78317,hub,hub,non_hub,584493.220017,4511416.17434,586070.522999,4512173.75476
10116,10116,796,280.0,009600,,40.7560550902,-73.980377398,210.0,009800,40.755285655,-73.96667288,586.957923185,7105,153,5244,268,009800,115943808.909,009600,270304841.585,009600,244912811.0,009800,009600,13854.0038928,40039,78317,hub,hub,non_hub,587225.727282,4512105.54383,586067.883813,4512177.42522
10117,10117,1973,700.0,009600,,40.756052663,-73.9803751587,555.0,009900,40.7520807866,-74.0031899092,854.033126573,3617,153,2438,268,009900,404439511.776,009600,270304841.585,009600,244912811.0,009900,009600,13854.0038928,208076,78317,hub,hub,non_hub,584147.226991,4511714.12465,586068.075973,4512177.15797
10118,10118,2050,420.0,009600,,40.7560416887,-73.980365034,363.0,010000,40.7583696933,-73.9710287767,502.221987327,1829,153,1399,268,010000,366457143.613,009600,270304841.585,009600,244912811.0,010000,009600,13854.0038928,72085,78317,hub,hub,non_hub,586854.014885,4512443.57459,586068.944778,4512175.94968
10119,10119,4067,420.0,009600,,40.7560410419,-73.9803644372,381.0,010100,40.74945622,-73.9903382667,543.40991468,1119,153,828,268,010100,246168211.101,009600,270304841.585,009600,244912811.0,010100,009600,13854.0038928,183377,78317,hub,hub,hub,585235.486219,4511435.18064,586068.99599,4512175.87845
10120,10120,1072,280.0,009600,,40.7560537092,-73.9803761239,243.0,010200,40.7606694,-73.973473555,437.018847341,313,153,268,268,010200,333450202.294,009600,270304841.585,009600,244912811.0,010200,009600,13854.0038928,46675,78317,hub,hub,non_hub,586644.664817,4512696.44233,586067.993146,4512177.27316
10121,10121,3202,280.0,009600,,40.7560126515,-73.9803382447,294.0,010300,40.751000495,-73.994372255,648.729983585,1859,153,1351,268,010300,141506056.87,009600,270304841.585,009600,244912811.0,010300,009600,13854.0038928,221593,78317,hub,hub,hub,584892.968075,4511602.69644,586071.243591,4512172.7526
10122,10122,1639,280.0,009600,,40.7560095232,-73.9803353586,225.0,010400,40.761664375,-73.976854975,435.61318491,1031,153,1033,268,010400,363981333.295,009600,270304841.585,009600,244912811.0,010400,009600,13854.0038928,65073,78317,hub,hub,non_hub,586357.961325,4512803.55852,586071.491251,4512172.40817
10123,10123,462,140.0,009600,,40.7560724986,-73.9803934587,99.0,010602,40.75849116,-73.95920622,799.272950719,4794,153,2963,268,010602,67980898.3739,009600,270304841.585,009600,244912811.0,010602,009600,13854.0038928,22153,78317,hub,hub,non_hub,587851.796682,4512468.82754,586066.505632,4512179.34192
10124,10124,1217,420.0,009600,,40.756046883,-73.9803698261,351.0,010800,40.7591736033,-73.96613818,678.724066421,8531,153,6272,268,010800,189351523.799,009600,270304841.585,009600,244912811.0,010800,009600,13854.0038928,79198,78317,hub,hub,non_hub,587265.778542,4512537.66689,586068.533562,4512176.52158
10125,10125,1662,280.0,009600,,40.7560333127,-73.9803573064,342.0,010900,40.751351715,-73.987594755,467.558548037,182,153,92,268,010900,228173063.011,009600,270304841.585,009600,244912811.0,010900,009600,13854.0038928,60092,78317,hub,hub,non_hub,585464.669441,4511648.26242,586069.607892,4512175.02745
10126,10126,1090,140.0,009600,,40.7560560273,-73.9803782625,177.0,011201,40.7643971,-73.97371465,524.328421458,827,153,964,268,011201,118515444.187,009600,270304841.585,009600,244912811.0,011201,009600,13854.0038928,41525,78317,hub,hub,non_hub,586619.474659,4513110.00718,586067.809625,4512177.52839
10127,10127,739,140.0,009600,,40.7560287235,-73.9803530725,99.0,011203,40.76095756,-73.96724467,745.625916761,1176,153,1160,268,011203,143782379.009,009600,270304841.585,009600,244912811.0,011203,009600,13854.0038928,48033,78317,hub,hub,non_hub,587170.050102,4512734.59972,586069.971203,4512174.52218
10128,10128,4683,560.0,009600,,40.7560339389,-73.9803578841,594.0,011300,40.7548008425,-73.9888010575,494.013484225,204,153,107,268,011300,357940519.061,009600,270304841.585,009600,244912811.0,011300,009600,13854.0038928,236650,78317,hub,hub,hub,585358.423228,4512029.96675,586069.558314,4512175.0964
10129,10129,1627,280.0,009600,,40.7560469227,-73.9803698628,246.0,011500,40.75701407,-73.992353645,551.782702379,2487,153,1678,268,011500,130958459.747,009600,270304841.585,009600,244912811.0,011500,009600,13854.0038928,103294,78317,hub,hub,non_hub,585055.712647,4512272.20178,586068.530415,4512176.52595
10130,10130,1261,280.0,009600,,40.7560483476,-73.9803711773,252.0,011700,40.76058799,-74.00080945,778.107676916,2938,153,2304,268,011700,91270705.1484,009600,270304841.585,009600,244912811.0,011700,009600,13854.0038928,73016,78317,hub,hub,non_hub,584337.427395,4512660.77158,586068.417614,4512176.68283
10131,10131,335,140.0,009600,,40.7560595862,-73.9803815459,102.0,011900,40.7568001,-73.98291153,611.590429731,1079,153,1121,268,011900,395254501.74,009600,270304841.585,009600,244912811.0,011900,009600,13854.0038928,39976,78317,hub,hub,non_hub,585853.012005,4512257.64444,586067.527876,4512177.92024
10132,10132,2988,420.0,009600,,40.7560175497,-73.9803427637,327.0,012100,40.7598593767,-73.9914900133,519.145595333,8366,153,5744,268,012100,101223732.045,009600,270304841.585,009600,244912811.0,012100,009600,13854.0038928,132767,78317,hub,hub,non_hub,585124.983126,4512588.88932,586070.855812,4512173.29191
10133,10133,1171,140.0,009600,,40.755918585,-73.9802514606,153.0,012500,40.76064679,-73.98442659,374.50522288,2439,153,2096,268,012500,322911522.418,009600,270304841.585,009600,244912811.0,012500,009600,13854.0038928,45486,78317,hub,hub,non_hub,585720.180916,4512683.17447,586078.69063,4512162.39565
10134,10134,1362,280.0,009600,,40.7560243421,-73.9803490303,252.0,012700,40.762485435,-73.990447135,547.797055597,6437,153,4434,268,012700,104637996.687,009600,270304841.585,009600,244912811.0,012700,009600,13854.0038928,83393,78317,hub,hub,non_hub,585209.656415,4512881.41361,586070.318071,4512174.03977
10135,10135,373,140.0,009600,,40.7560629746,-73.980384672,72.0,012900,40.76341379,-73.99667444,701.783987132,5312,153,3621,268,012900,158698340.053,009600,270304841.585,009600,244912811.0,012900,009600,13854.0038928,28661,78317,hub,hub,non_hub,584682.864463,4512978.43901,586067.259623,4512178.29331
10136,10136,2267,420.0,009600,,40.7560052868,-73.9803314502,480.0,013100,40.7621295133,-73.98215453,472.245778299,2489,153,2283,268,013100,405023451.28,009600,270304841.585,009600,244912811.0,013100,009600,13854.0038928,107228,78317,hub,hub,non_hub,585910.04945,4512849.98999,586071.826639,4512171.94173
10137,10137,1303,420.0,009600,,40.7560436549,-73.980366848,303.0,013300,40.7647250567,-73.9866537633,588.77267616,5363,153,3909,268,013300,79847412.2593,009600,270304841.585,009600,244912811.0,013300,009600,13854.0038928,89810,78317,hub,hub,non_hub,585526.963405,4513133.71926,586068.789121,4512176.16616
10138,10138,1042,280.0,009600,,40.7560294025,-73.9803536989,195.0,013500,40.766984435,-73.99227308,693.960873985,6075,153,3935,268,013500,198199142.958,009600,270304841.585,009600,244912811.0,013500,009600,13854.0038928,64723,78317,hub,hub,non_hub,585049.80204,4513379.06475,586069.917453,4512174.59693
10139,10139,2196,280.0,009600,,40.7560319897,-73.9803560858,294.0,013700,40.766109285,-73.981808355,589.810302839,6557,153,5442,268,013700,314878324.419,009600,270304841.585,009600,244912811.0,013700,009600,13854.0038928,91142,78317,hub,hub,non_hub,585934.141665,4513292.1137,586069.71263,4512174.88179
10140,10140,525,140.0,009600,,40.7560545602,-73.980376909,81.0,013900,40.768254,-73.988639,660.576565513,7607,153,7359,268,013900,139918084.587,009600,270304841.585,009600,244912811.0,013900,009600,13854.0038928,26390,78317,hub,hub,non_hub,585354.890073,4513523.52534,586067.925772,4512177.36686
10141,10141,272,140.0,009600,,40.756067147,-73.9803885213,147.0,014300,40.76590936,-73.97634151,730.041222102,3,153,0,268,014300,50027992.3322,009600,270304841.585,009600,244912811.0,014300,009600,13854.0038928,21051,78317,hub,hub,non_hub,586395.803012,4513275.28949,586066.92931,4512178.75269
10142,10142,1087,140.0,009600,,40.7560374485,-73.980361122,108.0,014500,40.76915505,-73.98191841,745.617618227,5811,153,3462,268,014500,253397343.373,009600,270304841.585,009600,244912811.0,014500,009600,13854.0038928,68350,78317,hub,hub,non_hub,585920.929601,4513630.10902,586069.280468,4512175.48282
10143,10143,551,140.0,009600,,40.7559416437,-73.9802727342,165.0,014700,40.770513,-73.988038,804.636119232,2586,153,1743,268,014700,70871746.8417,009600,270304841.585,009600,244912811.0,014700,009600,13854.0038928,35099,78317,hub,hub,non_hub,585402.720353,4513774.87644,586076.865124,4512164.93447
10144,10144,283,140.0,009600,,40.7559784843,-73.9803067227,108.0,015100,40.771522,-73.990541,945.614366104,8105,153,4856,268,015100,164953931.102,009600,270304841.585,009600,244912811.0,015100,009600,13854.0038928,17578,78317,hub,hub,non_hub,585190.192062,4513884.4495,586073.948529,4512168.99071
10145,10145,430,280.0,009600,,40.7560700463,-73.9803911962,210.0,031703,40.71644312,-74.014902115,2002.94350198,8670,153,4231,268,031703,332361109.355,009600,270304841.585,009600,244912811.0,031703,009600,13854.0038928,136082,78317,hub,hub,non_hub,583202.897614,4507746.93647,586066.699777,4512179.07192
10146,10146,126,420.0,009600,,40.75607603,-73.9803967167,294.0,031704,40.7085171733,-74.0165557667,1974.8406117,6610,153,3790,268,031704,160823714.408,009600,270304841.585,009600,244912811.0,031704,009600,13854.0038928,105244,78317,hub,hub,non_hub,583073.076824,4506865.54027,586066.226062,4512179.73074
10147,10147,45,420.0,009600,4.82304351282,40.756248697,-73.9799486623,255.0,000600,40.71309537,-73.9898697243,1557.87796599,11558,153,4083,268,000600,59149181.7526,009600,270304841.585,009600,244912811.0,000600,009600,13854.0038928,70053,78317,hub,hub,non_hub,585321.479015,4507399.33069,586103.824792,4512199.33759
10148,10148,103,297.0,009700,4.50274784943,40.7492727162,-73.9992245212,162.0,000202,40.71330264,-73.98219162,1784.95328641,8012,4744,3598,2827,000202,37878157.9781,009700,83018263.1602,,0.0,000202,009700,16207.2431625,56352,120211,hub,hub,non_hub,585969.760017,4507429.82621,584485.530774,4511406.21827
10149,10149,398,693.0,009700,,40.7493616033,-73.9991321067,774.0,000700,40.70581148,-74.0081572071,1657.79707458,7722,4744,5201,2827,000700,476954959.734,009700,83018263.1602,,0.0,000700,009700,16207.2431625,160040,120211,hub,hub,non_hub,583785.918305,4506573.16797,584493.220017,4511416.17434
10150,10150,126,198.0,009700,,40.7493616033,-73.9991321067,141.0,000800,40.712414475,-73.993471545,1821.19413013,10365,4744,4150,2827,000800,46479755.076,009700,83018263.1602,,0.0,000800,009700,16207.2431625,34254,120211,hub,hub,non_hub,585018.109713,4507320.25418,584493.220017,4511416.17434
10151,10151,145,297.0,009700,,40.7493616033,-73.9991321067,291.0,000900,40.7024745833,-74.01224785,1868.08934514,1140,4744,939,2827,000900,404341803.896,009700,83018263.1602,,0.0,000900,009700,16207.2431625,46446,120211,hub,hub,non_hub,583444.520998,4506198.85784,584493.220017,4511416.17434
10152,10152,20,99.0,009700,,40.7493616033,-73.9991321067,57.0,001002,40.71782143,-73.97628939,1721.85,6439,4744,2346,2827,001002,22763374.2099,009700,83018263.1602,,0.0,001002,009700,16207.2431625,15916,120211,hub,hub,non_hub,586462.45635,4507937.23607,584493.220017,4511416.17434
10153,10153,51,198.0,009700,,40.7493616033,-73.9991321067,138.0,001200,40.717364275,-73.982955325,1640.67436197,3547,4744,1857,2827,001200,23518220.7411,009700,83018263.1602,,0.0,001200,009700,16207.2431625,36493,120211,hub,hub,non_hub,585900.031125,4507879.94738,584493.220017,4511416.17434
10154,10154,284,99.0,009700,,40.7493616033,-73.9991321067,108.0,001300,40.70463334,-74.01361706,1650.75601163,3776,4744,3028,2827,001300,286606455.687,009700,83018263.1602,,0.0,001300,009700,16207.2431625,27671,120211,hub,hub,non_hub,583326.158808,4506437.19368,584493.220017,4511416.17434
10155,10155,97,99.0,009700,,40.7493616033,-73.9991321067,84.0,001401,40.71559509,-73.9870295,1560.83751687,3289,4744,1708,2827,001401,20168722.3199,009700,83018263.1602,,0.0,001401,009700,16207.2431625,26885,120211,hub,hub,non_hub,585558.18429,4507679.57909,584493.220017,4511416.17434
10156,10156,150,198.0,009700,,40.7493616033,-73.9991321067,201.0,001501,40.70966832,-74.003597135,1587.61878655,5581,4744,3450,2827,001501,172466366.322,009700,83018263.1602,,0.0,001501,009700,16207.2431625,27425,120211,hub,hub,non_hub,584166.279828,4507005.66129,584493.220017,4511416.17434
10157,10157,232,297.0,009700,,40.7493616033,-73.9991321067,369.0,001502,40.7088053467,-74.00635276,1609.94193903,7095,4744,3459,2827,001502,221282059.103,009700,83018263.1602,,0.0,001502,009700,16207.2431625,82052,120211,hub,hub,non_hub,583934.59195,4506907.22889,584493.220017,4511416.17434
10158,10158,300,297.0,009700,,40.7493616033,-73.9991321067,321.0,001600,40.7153350167,-73.9943926833,1567.17929269,8236,4744,3242,2827,001600,76565505.7581,009700,83018263.1602,,0.0,001600,009700,16207.2431625,82798,120211,hub,hub,non_hub,584936.591099,4507643.5622,584493.220017,4511416.17434
10159,10159,443,396.0,009700,,40.7493616033,-73.9991321067,462.0,001800,40.7193657075,-73.9906468425,1380.85885488,8063,4744,3489,2827,001800,60554858.5127,009700,83018263.1602,,0.0,001800,009700,16207.2431625,133306,120211,hub,hub,non_hub,585247.838585,4508094.62497,584493.220017,4511416.17434
10160,10160,82,198.0,009700,,40.7493616033,-73.9991321067,138.0,002000,40.721554605,-73.977309405,1563.30467836,4795,4744,1899,2827,002000,17907673.5628,009700,83018263.1602,,0.0,002000,009700,16207.2431625,31656,120211,hub,hub,non_hub,586371.478696,4508350.63994,584493.220017,4511416.17434
10161,10161,1030,396.0,009700,,40.7493616033,-73.9991321067,306.0,002100,40.71451321,-74.0108850975,1219.83022707,6111,4744,3038,2827,002100,273869828.705,009700,83018263.1602,,0.0,002100,009700,16207.2431625,151037,120211,hub,hub,non_hub,583544.598931,4507536.51732,584493.220017,4511416.17434
10162,10162,41,198.0,009700,3.7010208455,40.749219384,-73.99927997,132.0,002201,40.718144162,-73.980811426,1479.727782,6762,4744,3030,2827,002201,37585954.9949,009700,83018263.1602,,0.0,002201,009700,16207.2431625,26391,120211,hub,hub,non_hub,586080.103958,4507968.61925,584480.917219,4511400.24463
10163,10163,103,99.0,009700,,40.7493616033,-73.9991321067,93.0,002202,40.7208736,-73.98085795,1451.35789474,2256,4744,1045,2827,002202,13179093.8977,009700,83018263.1602,,0.0,002202,009700,16207.2431625,23935,120211,hub,hub,non_hub,586072.658368,4508271.55961,584493.220017,4511416.17434
10164,10164,28,198.0,009700,,40.7493616033,-73.9991321067,144.0,002400,40.724744875,-73.974986535,1411.06613757,5775,4744,2175,2827,002400,17986635.5592,009700,83018263.1602,,0.0,002400,009700,16207.2431625,17965,120211,hub,hub,non_hub,586563.526382,4508707.06897,584493.220017,4511416.17434
10165,10165,105,198.0,009700,,40.7493616033,-73.9991321067,186.0,002500,40.7111743,-73.99849582,1680.0165493,5061,4744,1917,2827,002500,22428407.6271,009700,83018263.1602,,0.0,002500,009700,16207.2431625,28216,120211,hub,hub,non_hub,584595.28909,4507177.73549,584493.220017,4511416.17434
10166,10166,114,99.0,009700,,40.7493616033,-73.9991321067,93.0,002601,40.72299208,-73.97995466,1450.84115531,3774,4744,1593,2827,002601,22248722.3098,009700,83018263.1602,,0.0,002601,009700,16207.2431625,22144,120211,hub,hub,non_hub,586146.216204,4508507.61099,584493.220017,4511416.17434
10167,10167,34,99.0,009700,,40.7493616033,-73.9991321067,81.0,002700,40.71307916,-73.99851193,1717.50505051,1191,4744,655,2827,002700,11349914.9514,009700,83018263.1602,,0.0,002700,009700,16207.2431625,20570,120211,hub,hub,non_hub,584591.517275,4507389.17181,584493.220017,4511416.17434
10168,10168,105,99.0,009700,,40.7493616033,-73.9991321067,96.0,002800,40.72521311,-73.97768752,1311.76825397,7302,4744,3341,2827,002800,47641507.3146,009700,83018263.1602,,0.0,002800,009700,16207.2431625,36744,120211,hub,hub,non_hub,586334.816403,4508756.38709,584493.220017,4511416.17434
10169,10169,114,99.0,009700,,40.7493616033,-73.9991321067,129.0,002900,40.71602118,-73.99974372,1441.42590369,5855,4744,2420,2827,002900,200965547.24,009700,83018263.1602,,0.0,002900,009700,16207.2431625,31936,120211,hub,hub,non_hub,584483.752153,4507714.56961,584493.220017,4511416.17434
10170,10170,118,99.0,009700,,40.7493616033,-73.9991321067,105.0,003001,40.72066442,-73.98517977,1496.59948693,4301,4744,2553,2827,003001,34302720.7166,009700,83018263.1602,,0.0,003001,009700,16207.2431625,41223,120211,hub,hub,non_hub,585707.91731,4508244.11218,584493.220017,4511416.17434
